,Content ID,User ID,Type,Datetime,
,97522e57-d9ab-4bd6-97bf-c24d952602d2,bc142f57-1307-46c6-9975-8c3a1e5f540c,super love,28/08/2020 00:00,
30,97522e57-d9ab-4bd6-97bf-c24d952602d2,,intrigued,25/08/2020 00:00,08:21:56
,97522e57-d9ab-4bd6-97bf-c24d952602d2,d6204684-926d-41db-ae9c-a7bf2e76313a,scared,20/04/2021 00:00,
,97522e57-d9ab-4bd6-97bf-c24d952602d2,941db1b1-270d-47f8-8a96-43f5a7481f03,interested,07/03/2021 00:00,
,97522e57-d9ab-4bd6-97bf-c24d952602d2,163daa38-8b77-48c9-9af6-37a6c1447ac2,indifferent,24/05/2021 00:00,
,97522e57-d9ab-4bd6-97bf-c24d952602d2,568e7c6f-b1e9-4a85-897c-aaaaa0ce8832,super love,24/01/2021 00:00,
,97522e57-d9ab-4bd6-97bf-c24d952602d2,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,disgust,09/04/2021 00:00,
,97522e57-d9ab-4bd6-97bf-c24d952602d2,5ad56e97-58f6-4e66-9b8f-5c16358a9a97,super love,02/02/2021 00:00,
,97522e57-d9ab-4bd6-97bf-c24d952602d2,bcdf88dc-2a52-4716-bc24-a1b46040c8ce,interested,04/02/2021 00:00,
,97522e57-d9ab-4bd6-97bf-c24d952602d2,69532ce2-1ffe-4187-8042-0230d115b24e,dislike,09/11/2020 00:00,
,97522e57-d9ab-4bd6-97bf-c24d952602d2,8f3d5674-544d-4f70-b4c1-7b9d93371855,scared,29/09/2020 00:00,
40,97522e57-d9ab-4bd6-97bf-c24d952602d2,,dislike,29/11/2020 00:00,21:33:04
,97522e57-d9ab-4bd6-97bf-c24d952602d2,9be473d9-cfdf-4954-bae2-09b0555a8ebb,want,13/02/2021 00:00,
,97522e57-d9ab-4bd6-97bf-c24d952602d2,48e26178-5cdd-4568-9990-d3bc5937910b,interested,14/07/2020 00:00,
,97522e57-d9ab-4bd6-97bf-c24d952602d2,ed5e1675-94a8-482c-8b43-1b9bb71d0495,indifferent,23/08/2020 00:00,
,97522e57-d9ab-4bd6-97bf-c24d952602d2,d81dc9d9-a614-40f1-9dd4-7a4a05bac243,worried,10/05/2021 00:00,
,97522e57-d9ab-4bd6-97bf-c24d952602d2,d0ea9a00-4ea9-4c81-b16a-a20b72f824ea,hate,15/03/2021 00:00,
46,9f737e0a-3cdd-4d29-9d24-753f4e3be810,,,04/12/2020 00:00,20:00:31
,9f737e0a-3cdd-4d29-9d24-753f4e3be810,ddd079a8-00dd-4aab-9551-11961171db16,dislike,25/06/2020 00:00,
,9f737e0a-3cdd-4d29-9d24-753f4e3be810,cbc99939-e6a6-4269-9819-bffce6f38751,intrigued,13/09/2020 00:00,
,9f737e0a-3cdd-4d29-9d24-753f4e3be810,289044c8-e74c-4814-898a-b3b5eba6e46e,peeking,20/08/2020 00:00,
,9f737e0a-3cdd-4d29-9d24-753f4e3be810,34e8add9-0206-47fd-a501-037b994650a2,scared,11/02/2021 00:00,
,9f737e0a-3cdd-4d29-9d24-753f4e3be810,a483c273-aee5-44bc-883e-d6963157aa4c,hate,08/03/2021 00:00,
,9f737e0a-3cdd-4d29-9d24-753f4e3be810,8b49caad-bcc5-43de-bf40-34a66ff8805c,disgust,28/03/2021 00:00,
,9f737e0a-3cdd-4d29-9d24-753f4e3be810,e6a52b6a-20ec-4b09-bbb7-4a1138014985,hate,25/05/2021 00:00,
,9f737e0a-3cdd-4d29-9d24-753f4e3be810,48e26178-5cdd-4568-9990-d3bc5937910b,like,15/03/2021 00:00,
,9f737e0a-3cdd-4d29-9d24-753f4e3be810,3efc3621-873a-4b80-a0cb-27e531d600be,love,05/05/2021 00:00,
56,9f737e0a-3cdd-4d29-9d24-753f4e3be810,,love,31/08/2020 00:00,00:21:56
,9f737e0a-3cdd-4d29-9d24-753f4e3be810,91fa7240-3d29-4dd0-baf1-ace7742a6e3f,heart,16/06/2021 00:00,
,9f737e0a-3cdd-4d29-9d24-753f4e3be810,afab7336-04d3-45fe-8917-0327c56e7435,indifferent,07/07/2020 00:00,
,9f737e0a-3cdd-4d29-9d24-753f4e3be810,78703a69-8edc-458f-b0fc-85d96501dcdc,peeking,20/08/2020 00:00,
,9f737e0a-3cdd-4d29-9d24-753f4e3be810,054b5d2a-7ee3-49c8-912a-1cf58389ae60,love,23/09/2020 00:00,
,9f737e0a-3cdd-4d29-9d24-753f4e3be810,7adafb3c-7c7c-492b-be5b-5ddd9ff1316a,like,24/03/2021 00:00,
62,230c4e4d-70c3-461d-b42c-ec09396efb3f,,,19/03/2021 00:00,08:19:38
,230c4e4d-70c3-461d-b42c-ec09396efb3f,ad4bd878-55e7-487c-a4db-470b23bbd832,hate,07/12/2020 00:00,
,230c4e4d-70c3-461d-b42c-ec09396efb3f,425b7021-0409-4358-af39-2bff14197d0a,super love,03/08/2020 00:00,
,230c4e4d-70c3-461d-b42c-ec09396efb3f,15cf4392-8541-422b-8957-a9c0380c11d9,adore,10/01/2021 00:00,
,230c4e4d-70c3-461d-b42c-ec09396efb3f,4c731e48-0377-4d7d-b4c8-b2174b774ed8,scared,20/09/2020 00:00,
,230c4e4d-70c3-461d-b42c-ec09396efb3f,64b33556-9ecf-4ebc-8b4c-f829ab1a4881,cherish,20/07/2020 00:00,
,230c4e4d-70c3-461d-b42c-ec09396efb3f,d0ea9a00-4ea9-4c81-b16a-a20b72f824ea,adore,24/10/2020 00:00,
,230c4e4d-70c3-461d-b42c-ec09396efb3f,cfe50481-7c50-48fa-97fa-89b6f137e1bd,interested,06/06/2021 00:00,
,230c4e4d-70c3-461d-b42c-ec09396efb3f,54a8e072-5369-4122-9189-43b55e1a4ba2,heart,25/12/2020 00:00,
,230c4e4d-70c3-461d-b42c-ec09396efb3f,15c2ba5b-eeb6-4d9b-a0e2-7d5461a21c0a,like,14/06/2021 00:00,
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,,like,05/06/2021 00:00,18:00:42
,230c4e4d-70c3-461d-b42c-ec09396efb3f,d71363d5-6468-44b0-b641-94c4776bce98,hate,18/11/2020 00:00,
,230c4e4d-70c3-461d-b42c-ec09396efb3f,acbac577-54c9-4476-af3c-a3241a3f4a19,interested,09/05/2021 00:00,
,230c4e4d-70c3-461d-b42c-ec09396efb3f,89d6bd9d-ce6b-42e5-bb9b-ece3b338396d,dislike,11/05/2021 00:00,
,230c4e4d-70c3-461d-b42c-ec09396efb3f,5870e611-6218-48e1-a9a0-ba86fe5598f7,peeking,12/11/2020 00:00,
,230c4e4d-70c3-461d-b42c-ec09396efb3f,b76ebf8d-3f04-4e7f-aec8-22575f68d9e2,heart,21/06/2020 00:00,
,230c4e4d-70c3-461d-b42c-ec09396efb3f,a6668254-c779-424c-8c8b-1762bf45916e,super love,04/03/2021 00:00,
,230c4e4d-70c3-461d-b42c-ec09396efb3f,7f8ef27a-73f4-4bc1-aa62-f8aaea817294,want,09/07/2020 00:00,
,230c4e4d-70c3-461d-b42c-ec09396efb3f,b6d04982-1509-41ab-a700-b390d6cb4d02,hate,01/08/2020 00:00,
,230c4e4d-70c3-461d-b42c-ec09396efb3f,225f147b-0951-40a8-96fb-2ceba9f3153a,dislike,23/11/2020 00:00,
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,,scared,11/12/2020 00:00,14:08:51
,230c4e4d-70c3-461d-b42c-ec09396efb3f,e74edcea-5db4-4412-a4ce-eb7c5adc314a,dislike,23/04/2021 00:00,
,230c4e4d-70c3-461d-b42c-ec09396efb3f,9b6d35f9-5e15-4cd0-a8d7-b1f3340e02c4,want,13/11/2020 00:00,
,230c4e4d-70c3-461d-b42c-ec09396efb3f,ab9a4d70-3ae4-48d6-b161-c18bd687c3b4,interested,09/06/2021 00:00,
,230c4e4d-70c3-461d-b42c-ec09396efb3f,94bf7864-a52e-405e-a729-9702bf79c234,love,29/10/2020 00:00,
,230c4e4d-70c3-461d-b42c-ec09396efb3f,31d378e7-9e95-4e8a-b564-7fd346027dfe,heart,14/05/2021 00:00,
,230c4e4d-70c3-461d-b42c-ec09396efb3f,ef147ea5-9696-44d5-b6c2-a43f62fd8ce2,disgust,04/08/2020 00:00,
,230c4e4d-70c3-461d-b42c-ec09396efb3f,29ba1f29-2e45-41bd-9c43-05d0dae6c1c6,adore,07/08/2020 00:00,
,230c4e4d-70c3-461d-b42c-ec09396efb3f,cab84c6a-e342-43ab-85a1-9c6ac1e93bac,adore,23/10/2020 00:00,
,230c4e4d-70c3-461d-b42c-ec09396efb3f,ba55c3a8-5ab2-486a-8c90-b972117453bb,adore,14/11/2020 00:00,
92,230c4e4d-70c3-461d-b42c-ec09396efb3f,,worried,04/08/2020 00:00,19:26:08
,230c4e4d-70c3-461d-b42c-ec09396efb3f,9a84c667-c913-47ce-be69-0f847dbfe0db,interested,12/11/2020 00:00,
94,356fff80-da4d-4785-9f43-bc1261031dc6,,,28/08/2020 00:00,23:43:55
,356fff80-da4d-4785-9f43-bc1261031dc6,c8145b49-3841-466e-9d49-a636ce2e7d1f,worried,03/04/2021 00:00,
,356fff80-da4d-4785-9f43-bc1261031dc6,ef56931b-540b-4166-9090-73ae48ac8d97,want,27/09/2020 00:00,
,356fff80-da4d-4785-9f43-bc1261031dc6,241d5c6e-06c7-491b-b23e-f8d6ddc0240a,heart,27/10/2020 00:00,
,356fff80-da4d-4785-9f43-bc1261031dc6,8f41c07f-db4f-44f3-ae81-1f99cee047eb,scared,15/10/2020 00:00,
,356fff80-da4d-4785-9f43-bc1261031dc6,2ef20e99-8be8-4ab6-a817-83991f7a0fa3,heart,07/05/2021 00:00,
,356fff80-da4d-4785-9f43-bc1261031dc6,0c5b0547-820a-4beb-832e-3162f74ccfa7,hate,16/09/2020 00:00,
,356fff80-da4d-4785-9f43-bc1261031dc6,de1d478e-3552-4223-b039-d3086cc485ec,indifferent,29/10/2020 00:00,
102,01ab84dd-6364-4236-abbb-3f237db77180,,,08/02/2021 00:00,21:55:56
,01ab84dd-6364-4236-abbb-3f237db77180,f9ecf6a2-8402-43b3-bf22-8cd54394ea02,scared,24/05/2021 00:00,
104,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,,,16/10/2020 00:00,07:42:49
,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,b7fb2028-4cfc-440b-a1b1-4101f12f7abe,interested,25/02/2021 00:00,
,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,2546684f-0387-4c46-b19b-9a5ddb2ef221,hate,02/05/2021 00:00,
,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,bc142f57-1307-46c6-9975-8c3a1e5f540c,want,28/01/2021 00:00,
,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,766886c9-a63a-4446-bb4a-07d611b3b212,peeking,15/02/2021 00:00,
,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,d16ed6bf-d35e-463b-92b0-393ee67e220c,dislike,04/11/2020 00:00,
,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4172c4ea-8fd9-4e50-bd2c-7020eab84f34,love,23/06/2020 00:00,
,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,132b1407-16fa-48f8-8112-3e426974bbb7,cherish,16/02/2021 00:00,
,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,9bb5d084-0b28-4352-8591-5b5a4efecdf0,interested,03/01/2021 00:00,
,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,49da0743-cb4d-4c84-b6a2-537bbe7256d1,adore,25/11/2020 00:00,
114,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,,like,03/12/2020 00:00,16:47:33
,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,8b49caad-bcc5-43de-bf40-34a66ff8805c,like,22/05/2021 00:00,
,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,4c0558bc-b0d9-44b0-8b70-5fc6acb6c362,cherish,18/01/2021 00:00,
,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,3205ad12-726a-4b65-a15a-1a899a9d310b,indifferent,06/01/2021 00:00,
,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,1f81cb56-5258-4f9e-ab2c-4dfb581b44cb,adore,14/05/2021 00:00,
,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,15c2ba5b-eeb6-4d9b-a0e2-7d5461a21c0a,worried,27/05/2021 00:00,
,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,80fc5e28-17ac-4e79-b9df-0d500abbe8b5,peeking,21/07/2020 00:00,
,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,48bed4d7-0329-472c-96d9-b23a103eb834,dislike,26/05/2021 00:00,
,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cab84c6a-e342-43ab-85a1-9c6ac1e93bac,dislike,25/02/2021 00:00,
,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,0c347562-ce55-450b-91ab-0707662b36f5,intrigued,07/12/2020 00:00,
124,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,,indifferent,24/10/2020 00:00,14:06:32
,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,a6f003be-b0fd-4100-b4cc-f568a21b9745,peeking,01/09/2020 00:00,
,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,d27670c9-f85e-43e0-80a7-122cba908f10,adore,10/05/2021 00:00,
127,3f8590c7-6ab2-4973-805a-90cdec355f05,,,07/12/2020 00:00,12:12:11
,3f8590c7-6ab2-4973-805a-90cdec355f05,0c5b0547-820a-4beb-832e-3162f74ccfa7,cherish,12/02/2021 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,2ef20e99-8be8-4ab6-a817-83991f7a0fa3,heart,28/04/2021 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,1e571af5-1796-424c-b744-a925897d44a3,intrigued,24/01/2021 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,48bed4d7-0329-472c-96d9-b23a103eb834,worried,18/03/2021 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,4c0558bc-b0d9-44b0-8b70-5fc6acb6c362,disgust,14/01/2021 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,77a7b81e-96f7-4e5a-92c7-5b07f7333913,heart,23/12/2020 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,e6a52b6a-20ec-4b09-bbb7-4a1138014985,hate,21/05/2021 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,dbacabf8-7ebd-4f22-a261-59d8dad306f1,like,28/03/2021 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,c43c2351-9591-4122-acdd-b521723d7292,peeking,16/09/2020 00:00,
137,3f8590c7-6ab2-4973-805a-90cdec355f05,,indifferent,08/11/2020 00:00,10:53:19
,3f8590c7-6ab2-4973-805a-90cdec355f05,8dda1a41-9e57-4944-bd36-18c0ac343b13,heart,06/03/2021 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,10f311c3-f547-4260-8c0e-a155008b7936,disgust,13/01/2021 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,37867a23-d07b-4990-8fa8-d694cf7d3b1b,want,06/09/2020 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,1e6db00c-22dd-4ae9-80e3-95f7a88b18b8,interested,24/06/2020 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,9e9cf8e7-6731-47da-bc0f-3a487e835586,hate,07/02/2021 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7,intrigued,21/01/2021 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,bfe23c39-f814-4282-b0f7-506cd8295b8a,dislike,27/02/2021 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,de39bbda-66a8-4c52-835a-7a104cf7f081,worried,22/08/2020 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,5a1ab9a3-1983-4021-9557-d3700a276746,cherish,03/08/2020 00:00,
147,3f8590c7-6ab2-4973-805a-90cdec355f05,,scared,02/08/2020 00:00,06:20:43
,3f8590c7-6ab2-4973-805a-90cdec355f05,cab84c6a-e342-43ab-85a1-9c6ac1e93bac,want,04/06/2021 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,super love,21/10/2020 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,91fa7240-3d29-4dd0-baf1-ace7742a6e3f,dislike,26/12/2020 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,596342af-6379-4551-8379-f4b805f9d576,scared,02/03/2021 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,939dbcf5-024b-4e63-9e7e-2f15c8b346ba,indifferent,31/03/2021 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,a6133f47-5586-434e-8be1-1e7122db1c0e,interested,14/06/2021 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,fa3e42f0-71d8-455f-b024-e52d5c27a145,scared,27/12/2020 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,740a4abd-187d-4783-990b-161c52fb5f86,scared,11/02/2021 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,15cf4392-8541-422b-8957-a9c0380c11d9,interested,07/12/2020 00:00,
157,3f8590c7-6ab2-4973-805a-90cdec355f05,,interested,28/12/2020 00:00,08:31:27
,3f8590c7-6ab2-4973-805a-90cdec355f05,8dda1a41-9e57-4944-bd36-18c0ac343b13,interested,26/10/2020 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,6178d76a-af2e-4453-93ee-02ca23ed3fdc,worried,26/09/2020 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,3a752edf-f723-46a5-bffb-4a9ed6475546,scared,25/11/2020 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,79acce4b-b991-4a68-b762-d496686a4f32,heart,11/07/2020 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,80c36ce2-2cef-4a47-a563-d2a60a2b1825,heart,19/03/2021 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,73a9e869-62a6-4508-b146-20dc9de19276,interested,11/10/2020 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7,heart,02/11/2020 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,192a526b-4952-4bda-b659-4661dab12716,want,01/10/2020 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,054b5d2a-7ee3-49c8-912a-1cf58389ae60,disgust,11/02/2021 00:00,
167,3f8590c7-6ab2-4973-805a-90cdec355f05,,want,07/02/2021 00:00,15:59:10
,3f8590c7-6ab2-4973-805a-90cdec355f05,89572273-761e-46f3-8b99-1689d98aac90,hate,17/10/2020 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,c8145b49-3841-466e-9d49-a636ce2e7d1f,like,09/08/2020 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2,love,01/02/2021 00:00,
,3f8590c7-6ab2-4973-805a-90cdec355f05,93dd80c0-4ff2-42ed-9949-1621b0a68c63,adore,30/01/2021 00:00,
172,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,,,09/10/2020 00:00,13:22:16
,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,41cd692a-be3c-4acd-a2c8-184586bdc180,want,31/03/2021 00:00,
,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,0f1f6aef-b094-4b4d-b6b6-412ebc42c12b,super love,05/02/2021 00:00,
,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,7bf3ce80-784e-42a0-b06a-dbbd1e31a9b7,heart,19/02/2021 00:00,
,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,6fd58dea-315a-4ab2-8023-424a6ff455cd,worried,25/07/2020 00:00,
177,0bedca96-fb76-4287-a83c-17330ed39cce,,,24/08/2020 00:00,10:06:23
,0bedca96-fb76-4287-a83c-17330ed39cce,68724f58-bc4d-4ab0-a4e1-60cdd5e95e7d,adore,13/07/2020 00:00,
,0bedca96-fb76-4287-a83c-17330ed39cce,91bec0ab-a8d4-421e-b333-e511c7c6f9a0,indifferent,13/01/2021 00:00,
,0bedca96-fb76-4287-a83c-17330ed39cce,375985a6-ae79-43d2-b7c6-b182d83f1eaf,worried,02/01/2021 00:00,
,0bedca96-fb76-4287-a83c-17330ed39cce,941db1b1-270d-47f8-8a96-43f5a7481f03,intrigued,26/11/2020 00:00,
,0bedca96-fb76-4287-a83c-17330ed39cce,ded166ee-173b-4a56-bc6d-464c35709670,want,25/08/2020 00:00,
,0bedca96-fb76-4287-a83c-17330ed39cce,1582dac6-ebec-43ed-a34a-1a202ca72627,hate,01/02/2021 00:00,
,0bedca96-fb76-4287-a83c-17330ed39cce,c07fd88f-9e7b-47eb-8477-8fcbffb7c5c8,love,04/06/2021 00:00,
,0bedca96-fb76-4287-a83c-17330ed39cce,80e03bc0-fc8f-475b-a4dd-870844b7a313,adore,19/08/2020 00:00,
,0bedca96-fb76-4287-a83c-17330ed39cce,b143cd2b-20b1-4e9c-9bb7-cfb359b33d01,cherish,22/04/2021 00:00,
187,0bedca96-fb76-4287-a83c-17330ed39cce,,super love,26/06/2020 00:00,10:33:08
,0bedca96-fb76-4287-a83c-17330ed39cce,0ce03276-e538-4c96-bcae-9844fb0628ac,like,15/08/2020 00:00,
,0bedca96-fb76-4287-a83c-17330ed39cce,3a80467c-0f1f-49ca-b904-1938ea2177a9,love,26/11/2020 00:00,
190,b18cb63f-4c8e-44ee-a47f-541e95191d11,,,03/12/2020 00:00,17:41:33
,b18cb63f-4c8e-44ee-a47f-541e95191d11,e206e31b-5f85-4964-b6ea-d7ee5324def1,want,14/04/2021 00:00,
,b18cb63f-4c8e-44ee-a47f-541e95191d11,427fa55b-7f49-4981-bcd7-59fee8efb512,indifferent,21/07/2020 00:00,
,b18cb63f-4c8e-44ee-a47f-541e95191d11,5c433d28-dfb7-4456-a468-dc3705147ce0,dislike,29/03/2021 00:00,
,b18cb63f-4c8e-44ee-a47f-541e95191d11,56e65b5b-e1b4-4f67-b596-e75bf103783b,want,20/05/2021 00:00,
,b18cb63f-4c8e-44ee-a47f-541e95191d11,08c64787-e47b-4a7f-b00b-5590eb5fbc3a,like,02/11/2020 00:00,
,b18cb63f-4c8e-44ee-a47f-541e95191d11,094fbe49-da84-4445-9d28-7fc5f593f5ad,indifferent,24/10/2020 00:00,
,b18cb63f-4c8e-44ee-a47f-541e95191d11,a81378a5-58de-4631-b2b1-3eca765f68c6,heart,07/09/2020 00:00,
,b18cb63f-4c8e-44ee-a47f-541e95191d11,4172c4ea-8fd9-4e50-bd2c-7020eab84f34,scared,04/03/2021 00:00,
,b18cb63f-4c8e-44ee-a47f-541e95191d11,49f49bcf-17fe-4edd-990d-16c3d1df931b,adore,07/01/2021 00:00,
200,b18cb63f-4c8e-44ee-a47f-541e95191d11,,peeking,06/07/2020 00:00,11:18:23
,b18cb63f-4c8e-44ee-a47f-541e95191d11,b596e7d8-dd3f-4125-8b99-4bf2283657cd,like,27/03/2021 00:00,
,b18cb63f-4c8e-44ee-a47f-541e95191d11,939dbcf5-024b-4e63-9e7e-2f15c8b346ba,intrigued,21/11/2020 00:00,
,b18cb63f-4c8e-44ee-a47f-541e95191d11,104c4dcb-70d5-4d87-b5b5-8b67205891fe,cherish,22/08/2020 00:00,
,b18cb63f-4c8e-44ee-a47f-541e95191d11,b6fd2140-f8b9-498a-a07f-0dc9986736c6,peeking,14/06/2021 00:00,
,b18cb63f-4c8e-44ee-a47f-541e95191d11,fa16aabb-fac3-4310-b19c-ce7021eb825b,worried,15/07/2020 00:00,
